# D2Common.dll Data Todo List
# Format: [ ] name @ address (N xrefs)
# Generated by extract_ghidra_data_REST.ps1 on 10/16/2025 01:22:55
# Using list_data_items_by_xrefs endpoint (v1.7.4+)
# Total data items: 5000
# Total items fetched: 5000
# Sorted by xref count (highest first)
# Items with 0 xrefs excluded by API
#

[X] GlobalDataTables @ 6fde9e1c (511 xrefs)
[ ] s_TH(N)_6fde19f8 @ 6fde19f8 (1 xrefs)
[ ] s_monprop_6fde1a04 @ 6fde1a04 (1 xrefs)
[ ] s_max6_(H)_6fde1a0c @ 6fde1a0c (1 xrefs)
[ ] s_min6_(H)_6fde1a18 @ 6fde1a18 (1 xrefs)
[ ] s_par6_(H)_6fde1a24 @ 6fde1a24 (1 xrefs)
[ ] s_chance6_(H)_6fde1a30 @ 6fde1a30 (1 xrefs)
[ ] s_prop6_(H)_6fde1a3c @ 6fde1a3c (1 xrefs)
[ ] s_max5_(H)_6fde1a48 @ 6fde1a48 (1 xrefs)
[ ] s_min5_(H)_6fde1a54 @ 6fde1a54 (1 xrefs)
[ ] s_par5_(H)_6fde1a60 @ 6fde1a60 (1 xrefs)
[ ] s_chance5_(H)_6fde1a6c @ 6fde1a6c (1 xrefs)
[ ] s_prop5_(H)_6fde1a78 @ 6fde1a78 (1 xrefs)
[ ] s_max4_(H)_6fde1a84 @ 6fde1a84 (1 xrefs)
[ ] s_min4_(H)_6fde1a90 @ 6fde1a90 (1 xrefs)
[ ] s_par4_(H)_6fde1a9c @ 6fde1a9c (1 xrefs)
[ ] s_chance4_(H)_6fde1aa8 @ 6fde1aa8 (1 xrefs)
[ ] s_prop4_(H)_6fde1ab4 @ 6fde1ab4 (1 xrefs)
[ ] s_max3_(H)_6fde1ac0 @ 6fde1ac0 (1 xrefs)
[ ] s_min3_(H)_6fde1acc @ 6fde1acc (1 xrefs)
[ ] s_par3_(H)_6fde1ad8 @ 6fde1ad8 (1 xrefs)
[ ] s_chance3_(H)_6fde1ae4 @ 6fde1ae4 (1 xrefs)
[ ] s_prop3_(H)_6fde1af0 @ 6fde1af0 (1 xrefs)
[ ] s_max2_(H)_6fde1afc @ 6fde1afc (1 xrefs)
[ ] s_min2_(H)_6fde1b08 @ 6fde1b08 (1 xrefs)
[ ] s_par2_(H)_6fde1b14 @ 6fde1b14 (1 xrefs)
[ ] s_chance2_(H)_6fde1b20 @ 6fde1b20 (1 xrefs)
[ ] s_prop2_(H)_6fde1b2c @ 6fde1b2c (1 xrefs)
[ ] s_max1_(H)_6fde1b38 @ 6fde1b38 (1 xrefs)
[ ] s_min1_(H)_6fde1b44 @ 6fde1b44 (1 xrefs)
[ ] s_par1_(H)_6fde1b50 @ 6fde1b50 (1 xrefs)
[ ] s_chance1_(H)_6fde1b5c @ 6fde1b5c (1 xrefs)
[ ] s_prop1_(H)_6fde1b68 @ 6fde1b68 (1 xrefs)
[ ] s_max6_(N)_6fde1b74 @ 6fde1b74 (1 xrefs)
[ ] s_min6_(N)_6fde1b80 @ 6fde1b80 (1 xrefs)
[ ] s_par6_(N)_6fde1b8c @ 6fde1b8c (1 xrefs)
[ ] s_chance6_(N)_6fde1b98 @ 6fde1b98 (1 xrefs)
[ ] s_prop6_(N)_6fde1ba4 @ 6fde1ba4 (1 xrefs)
[ ] s_max5_(N)_6fde1bb0 @ 6fde1bb0 (1 xrefs)
[ ] s_min5_(N)_6fde1bbc @ 6fde1bbc (1 xrefs)
[ ] s_par5_(N)_6fde1bc8 @ 6fde1bc8 (1 xrefs)
[ ] s_chance5_(N)_6fde1bd4 @ 6fde1bd4 (1 xrefs)
[ ] s_prop5_(N)_6fde1be0 @ 6fde1be0 (1 xrefs)
[ ] s_max4_(N)_6fde1bec @ 6fde1bec (1 xrefs)
[ ] s_min4_(N)_6fde1bf8 @ 6fde1bf8 (1 xrefs)
[ ] s_par4_(N)_6fde1c04 @ 6fde1c04 (1 xrefs)
[ ] s_chance4_(N)_6fde1c10 @ 6fde1c10 (1 xrefs)
[ ] s_prop4_(N)_6fde1c1c @ 6fde1c1c (1 xrefs)
[ ] s_max3_(N)_6fde1c28 @ 6fde1c28 (1 xrefs)
[ ] s_min3_(N)_6fde1c34 @ 6fde1c34 (1 xrefs)
[ ] s_par3_(N)_6fde1c40 @ 6fde1c40 (1 xrefs)
[ ] s_chance3_(N)_6fde1c4c @ 6fde1c4c (1 xrefs)
[ ] s_prop3_(N)_6fde1c58 @ 6fde1c58 (1 xrefs)
[ ] s_max2_(N)_6fde1c64 @ 6fde1c64 (1 xrefs)
[ ] s_min2_(N)_6fde1c70 @ 6fde1c70 (1 xrefs)
[ ] s_par2_(N)_6fde1c7c @ 6fde1c7c (1 xrefs)
[ ] s_chance2_(N)_6fde1c88 @ 6fde1c88 (1 xrefs)
[ ] s_prop2_(N)_6fde1c94 @ 6fde1c94 (1 xrefs)
[ ] s_max1_(N)_6fde1ca0 @ 6fde1ca0 (1 xrefs)
[ ] s_min1_(N)_6fde1cac @ 6fde1cac (1 xrefs)
[ ] s_par1_(N)_6fde1cb8 @ 6fde1cb8 (1 xrefs)
[ ] s_chance1_(N)_6fde1cc4 @ 6fde1cc4 (1 xrefs)
[ ] s_prop1_(N)_6fde1cd0 @ 6fde1cd0 (1 xrefs)
[ ] s_montype_6fde1cdc @ 6fde1cdc (1 xrefs)
[ ] s_strplur_6fde1ce4 @ 6fde1ce4 (1 xrefs)
[ ] s_strsing_6fde1cec @ 6fde1cec (1 xrefs)
[ ] s_equiv3_6fde1cf4 @ 6fde1cf4 (1 xrefs)
[ ] s_monstats2_6fde1cfc @ 6fde1cfc (1 xrefs)
[ ] s_ResurrectSkill_6fde1d08 @ 6fde1d08 (1 xrefs)
[ ] s_ResurrectMode_6fde1d18 @ 6fde1d18 (1 xrefs)
[ ] s_InfernoRollback_6fde1d28 @ 6fde1d28 (1 xrefs)
[ ] s_InfernoAnim_6fde1d38 @ 6fde1d38 (1 xrefs)
[ ] s_InfernoLen_6fde1d44 @ 6fde1d44 (1 xrefs)
[ ] s_BodyPart_6fde1d50 @ 6fde1d50 (1 xrefs)
[ ] s_Heart_6fde1d5c @ 6fde1d5c (1 xrefs)
[ ] s_light_6fde1d64 @ 6fde1d64 (1 xrefs)
[ ] s_bleed_6fde1d6c @ 6fde1d6c (1 xrefs)
[ ] s_localBlood_6fde1d74 @ 6fde1d74 (1 xrefs)
[ ] s_compositeDeath_6fde1d80 @ 6fde1d80 (1 xrefs)
[ ] s_noUniqueShift_6fde1d90 @ 6fde1d90 (1 xrefs)
[ ] s_shadow_6fde1da0 @ 6fde1da0 (1 xrefs)
[ ] s_unflatDead_6fde1da8 @ 6fde1da8 (1 xrefs)
[ ] s_deadCol_6fde1db4 @ 6fde1db4 (1 xrefs)
[ ] s_objCol_6fde1dbc @ 6fde1dbc (1 xrefs)
[ ] s_inert_6fde1dc4 @ 6fde1dc4 (1 xrefs)
[ ] s_critter_6fde1dcc @ 6fde1dcc (1 xrefs)
[ ] s_small_6fde1ddc @ 6fde1ddc (1 xrefs)
[ ] s_large_6fde1de4 @ 6fde1de4 (1 xrefs)
[ ] s_isAtt_6fde1dec @ 6fde1dec (1 xrefs)
[ ] s_revive_6fde1df4 @ 6fde1df4 (1 xrefs)
[ ] s_corpseSel_6fde1dfc @ 6fde1dfc (1 xrefs)
[ ] s_shiftSel_6fde1e08 @ 6fde1e08 (1 xrefs)
[ ] s_noSel_6fde1e14 @ 6fde1e14 (1 xrefs)
[ ] s_alSel_6fde1e1c @ 6fde1e1c (1 xrefs)
[ ] s_isSel_6fde1e24 @ 6fde1e24 (1 xrefs)
[ ] s_noOvly_6fde1e2c @ 6fde1e2c (1 xrefs)
[ ] s_noMap_6fde1e34 @ 6fde1e34 (1 xrefs)
[ ] s_automapCel_6fde1e3c @ 6fde1e3c (1 xrefs)
[ ] s_restore_6fde1e48 @ 6fde1e48 (1 xrefs)
[ ] s_htHeight_6fde1e50 @ 6fde1e50 (1 xrefs)
[ ] s_htWidth_6fde1e5c @ 6fde1e5c (1 xrefs)
[ ] s_htLeft_6fde1e64 @ 6fde1e64 (1 xrefs)
[ ] s_htTop_6fde1e6c @ 6fde1e6c (1 xrefs)
[ ] s_noGfxHitTest_6fde1e74 @ 6fde1e74 (1 xrefs)
[ ] s_BaseW_6fde1fc8 @ 6fde1fc8 (1 xrefs)
[ ] s_MeleeRng_6fde1fd0 @ 6fde1fd0 (1 xrefs)
[ ] s_spawnCol_6fde1fdc @ 6fde1fdc (1 xrefs)
[ ] s_pixHeight_6fde1fe8 @ 6fde1fe8 (1 xrefs)
[ ] s_overlayHeight_6fde1ff4 @ 6fde1ff4 (1 xrefs)
[ ] s_monsounds_6fde200c @ 6fde200c (1 xrefs)
[ ] s_CvtTgt3_6fde2018 @ 6fde2018 (1 xrefs)
[ ] s_CvtTgt2_6fde2020 @ 6fde2020 (1 xrefs)
[ ] s_CvtTgt1_6fde2028 @ 6fde2028 (1 xrefs)
[ ] s_CvtSk3_6fde2030 @ 6fde2030 (1 xrefs)
[ ] s_CvtSk2_6fde2038 @ 6fde2038 (1 xrefs)
[ ] s_CvtSk1_6fde2040 @ 6fde2040 (1 xrefs)
[ ] s_CvtMo3_6fde2048 @ 6fde2048 (1 xrefs)
[ ] s_CvtMo2_6fde2050 @ 6fde2050 (1 xrefs)
[ ] s_CvtMo1_6fde2058 @ 6fde2058 (1 xrefs)
[ ] s_Taunt_6fde2068 @ 6fde2068 (1 xrefs)
[ ] s_NeuTime_6fde2078 @ 6fde2078 (1 xrefs)
[ ] s_Neutral_6fde2080 @ 6fde2080 (1 xrefs)
[ ] s_FsPrb_6fde2088 @ 6fde2088 (1 xrefs)
[ ] s_FsOff_6fde2090 @ 6fde2090 (1 xrefs)
[ ] s_FsCnt_6fde2098 @ 6fde2098 (1 xrefs)
[ ] s_FootstepLayer_6fde20a0 @ 6fde20a0 (1 xrefs)
[ ] s_Footstep_6fde20b0 @ 6fde20b0 (1 xrefs)
[ ] s_DeaDelay_6fde20bc @ 6fde20bc (1 xrefs)
[ ] s_DeathSound_6fde20c8 @ 6fde20c8 (1 xrefs)
[ ] s_HitDelay_6fde20d4 @ 6fde20d4 (1 xrefs)
[ ] s_Wea2Vol_6fde20e0 @ 6fde20e0 (1 xrefs)
[ ] s_Wea2Del_6fde20e8 @ 6fde20e8 (1 xrefs)
[ ] s_Weapon2_6fde20f0 @ 6fde20f0 (1 xrefs)
[ ] s_Wea1Vol_6fde20f8 @ 6fde20f8 (1 xrefs)
[ ] s_Wea1Del_6fde2100 @ 6fde2100 (1 xrefs)
[ ] s_Weapon1_6fde2108 @ 6fde2108 (1 xrefs)
[ ] s_Att2Prb_6fde2110 @ 6fde2110 (1 xrefs)
[ ] s_Att2Del_6fde2118 @ 6fde2118 (1 xrefs)
[ ] s_Attack2_6fde2120 @ 6fde2120 (1 xrefs)
[ ] s_Att1Prb_6fde2128 @ 6fde2128 (1 xrefs)
[ ] s_Att1Del_6fde2130 @ 6fde2130 (1 xrefs)
[ ] s_Attack1_6fde2138 @ 6fde2138 (1 xrefs)
[ ] s_max_buy_(H)_6fde2140 @ 6fde2140 (1 xrefs)
[ ] s_max_buy_(N)_6fde214c @ 6fde214c (1 xrefs)
[ ] s_max_buy_6fde2158 @ 6fde2158 (1 xrefs)
[ ] s_questrepmult_C_6fde2160 @ 6fde2160 (1 xrefs)
[ ] s_questrepmult_B_6fde2170 @ 6fde2170 (1 xrefs)
[ ] s_questrepmult_A_6fde2180 @ 6fde2180 (1 xrefs)
[ ] s_questbuymult_C_6fde2190 @ 6fde2190 (1 xrefs)
[ ] s_questbuymult_B_6fde21a0 @ 6fde21a0 (1 xrefs)
[ ] s_questbuymult_A_6fde21b0 @ 6fde21b0 (1 xrefs)
[ ] s_questsellmult_C_6fde21c0 @ 6fde21c0 (1 xrefs)
[ ] s_questsellmult_B_6fde21d0 @ 6fde21d0 (1 xrefs)
[ ] s_questsellmult_A_6fde21e0 @ 6fde21e0 (1 xrefs)
[ ] s_questflag_C_6fde21f0 @ 6fde21f0 (1 xrefs)
[ ] s_questflag_B_6fde21fc @ 6fde21fc (1 xrefs)
[ ] s_questflag_A_6fde2208 @ 6fde2208 (1 xrefs)
[ ] s_rep_mult_6fde2214 @ 6fde2214 (1 xrefs)
[ ] s_buy_mult_6fde2220 @ 6fde2220 (1 xrefs)
[ ] s_sell_mult_6fde222c @ 6fde222c (1 xrefs)
[ ] s_hireling_6fde2238 @ 6fde2238 (1 xrefs)
[ ] s_lvlperlvl6_6fde224c @ 6fde224c (1 xrefs)
[ ] s_level6_6fde2258 @ 6fde2258 (1 xrefs)
[ ] s_chanceperlvl6_6fde2260 @ 6fde2260 (1 xrefs)
[ ] s_mode6_6fde2278 @ 6fde2278 (1 xrefs)
[ ] s_skill6_6fde2280 @ 6fde2280 (1 xrefs)
[ ] s_lvlperlvl5_6fde2288 @ 6fde2288 (1 xrefs)
[ ] s_level5_6fde2294 @ 6fde2294 (1 xrefs)
[ ] s_chanceperlvl5_6fde229c @ 6fde229c (1 xrefs)
[ ] s_mode5_6fde22b4 @ 6fde22b4 (1 xrefs)
[ ] s_skill5_6fde22bc @ 6fde22bc (1 xrefs)
[ ] s_lvlperlvl4_6fde22c4 @ 6fde22c4 (1 xrefs)
[ ] s_level4_6fde22d0 @ 6fde22d0 (1 xrefs)
[ ] s_chanceperlvl4_6fde22d8 @ 6fde22d8 (1 xrefs)
[ ] s_mode4_6fde22f0 @ 6fde22f0 (1 xrefs)
[ ] s_skill4_6fde22f8 @ 6fde22f8 (1 xrefs)
[ ] s_lvlperlvl3_6fde2300 @ 6fde2300 (1 xrefs)
[ ] s_level3_6fde230c @ 6fde230c (1 xrefs)
[ ] s_chanceperlvl3_6fde2314 @ 6fde2314 (1 xrefs)
[ ] s_mode3_6fde232c @ 6fde232c (1 xrefs)
[ ] s_skill3_6fde2334 @ 6fde2334 (1 xrefs)
[ ] s_lvlperlvl2_6fde233c @ 6fde233c (1 xrefs)
[ ] s_level2_6fde2348 @ 6fde2348 (1 xrefs)
[ ] s_chanceperlvl2_6fde2350 @ 6fde2350 (1 xrefs)
[ ] s_mode2_6fde2368 @ 6fde2368 (1 xrefs)
[ ] s_skill2_6fde2370 @ 6fde2370 (1 xrefs)
[ ] s_lvlperlvl1_6fde2378 @ 6fde2378 (1 xrefs)
[ ] s_level1_6fde2384 @ 6fde2384 (1 xrefs)
[ ] s_chanceperlvl1_6fde238c @ 6fde238c (1 xrefs)
[ ] s_mode1_6fde23a4 @ 6fde23a4 (1 xrefs)
[ ] s_skill1_6fde23ac @ 6fde23ac (1 xrefs)
[ ] s_defaultchance_6fde23b4 @ 6fde23b4 (1 xrefs)
[ ] s_resist/lvl_6fde23c4 @ 6fde23c4 (1 xrefs)
[ ] s_resist_6fde23d0 @ 6fde23d0 (1 xrefs)
[ ] s_dmg/lvl_6fde23d8 @ 6fde23d8 (1 xrefs)
[ ] s_dmg-max_6fde23e0 @ 6fde23e0 (1 xrefs)
[ ] s_dmg-min_6fde23e8 @ 6fde23e8 (1 xrefs)
[ ] s_share_6fde23f0 @ 6fde23f0 (1 xrefs)
[ ] s_ar/lvl_6fde23f8 @ 6fde23f8 (1 xrefs)
[ ] s_dex/lvl_6fde2404 @ 6fde2404 (1 xrefs)
[ ] s_str/lvl_6fde240c @ 6fde240c (1 xrefs)
[ ] s_def/lvl_6fde2414 @ 6fde2414 (1 xrefs)
[ ] s_defense_6fde241c @ 6fde241c (1 xrefs)
[ ] s_hp/lvl_6fde2424 @ 6fde2424 (1 xrefs)
[ ] s_exp/lvl_6fde2430 @ 6fde2430 (1 xrefs)
[ ] s_namelast_6fde2438 @ 6fde2438 (1 xrefs)
[ ] s_namefirst_6fde2444 @ 6fde2444 (1 xrefs)
[ ] s_seller_6fde2458 @ 6fde2458 (1 xrefs)
[ ] s_difficulty_6fde2460 @ 6fde2460 (1 xrefs)
[ ] s_superuniques_6fde2470 @ 6fde2470 (1 xrefs)
[ ] s_TC(H)_6fde2480 @ 6fde2480 (1 xrefs)
[ ] s_TC(N)_6fde2488 @ 6fde2488 (1 xrefs)
[ ] s_Replaceable_6fde24b4 @ 6fde24b4 (1 xrefs)
[ ] s_Stacks_6fde24c0 @ 6fde24c0 (1 xrefs)
[ ] s_EClass_6fde24c8 @ 6fde24c8 (1 xrefs)
[ ] s_AutoPos_6fde24d0 @ 6fde24d0 (1 xrefs)
[ ] s_hcIdx_6fde24f0 @ 6fde24f0 (1 xrefs)
[ ] s_Class_6fde24f8 @ 6fde24f8 (1 xrefs)
[ ] s_Superunique_6fde2500 @ 6fde2500 (1 xrefs)
[ ] s_monumod_6fde250c @ 6fde250c (1 xrefs)
[ ] s_constants_6fde2514 @ 6fde2514 (1 xrefs)
[ ] s_upick_(H)_6fde2520 @ 6fde2520 (1 xrefs)
[ ] s_upick_(N)_6fde252c @ 6fde252c (1 xrefs)
[ ] s_upick_6fde2538 @ 6fde2538 (1 xrefs)
[ ] s_cpick_(H)_6fde2540 @ 6fde2540 (1 xrefs)
[ ] s_cpick_(N)_6fde254c @ 6fde254c (1 xrefs)
[ ] s_cpick_6fde2558 @ 6fde2558 (1 xrefs)
[ ] s_exclude2_6fde2560 @ 6fde2560 (1 xrefs)
[ ] s_exclude1_6fde256c @ 6fde256c (1 xrefs)
[ ] s_fpick_6fde2578 @ 6fde2578 (1 xrefs)
[ ] s_champion_6fde2580 @ 6fde2580 (1 xrefs)
[ ] s_uniquemod_6fde2594 @ 6fde2594 (1 xrefs)
[ ] s_monitempercent_6fde25a0 @ 6fde25a0 (1 xrefs)
[ ] s_ComponentPercent_6fde25b0 @ 6fde25b0 (1 xrefs)
[ ] s_TreasureClassPercent_6fde25c4 @ 6fde25c4 (1 xrefs)
[ ] s_BodyPartPercent_6fde25dc @ 6fde25dc (1 xrefs)
[ ] s_HeartPercent_6fde25ec @ 6fde25ec (1 xrefs)
[ ] s_Act_%d%s_Chest_%s_6fde25fc @ 6fde25fc (1 xrefs)
[ ] s_treasureclassex_6fde262c @ 6fde262c (1 xrefs)
[ ] s_prob10_6fde263c @ 6fde263c (1 xrefs)
[ ] s_prob9_6fde2644 @ 6fde2644 (1 xrefs)
[ ] s_prob8_6fde264c @ 6fde264c (1 xrefs)
[ ] s_prob7_6fde2654 @ 6fde2654 (1 xrefs)
[ ] s_prob6_6fde265c @ 6fde265c (1 xrefs)
[ ] s_prob5_6fde2664 @ 6fde2664 (1 xrefs)
[ ] s_prob4_6fde266c @ 6fde266c (1 xrefs)
[ ] s_prob3_6fde2674 @ 6fde2674 (1 xrefs)
[ ] s_prob2_6fde267c @ 6fde267c (1 xrefs)
[ ] s_prob1_6fde2684 @ 6fde2684 (1 xrefs)
[ ] s_nodrop_6fde268c @ 6fde268c (1 xrefs)
[ ] s_picks_6fde2694 @ 6fde2694 (1 xrefs)
[ ] s_treasure_class_6fde269c @ 6fde269c (1 xrefs)
[ ] DAT_6fde26ad @ 6fde26ad (1 xrefs)
[ ] DAT_6fde26b1 @ 6fde26b1 (1 xrefs)
[ ] DAT_6fde26b5 @ 6fde26b5 (1 xrefs)
[ ] DAT_6fde26b9 @ 6fde26b9 (1 xrefs)
[ ] DAT_6fde26bd @ 6fde26bd (1 xrefs)
[ ] DAT_6fde26c1 @ 6fde26c1 (1 xrefs)
[ ] DAT_6fde26c5 @ 6fde26c5 (1 xrefs)
[ ] DAT_6fde26c9 @ 6fde26c9 (1 xrefs)
[ ] DAT_6fde26cd @ 6fde26cd (1 xrefs)
[ ] s_SplClientEnd_6fde2704 @ 6fde2704 (1 xrefs)
[ ] s_SplEndGeneric_6fde2714 @ 6fde2714 (1 xrefs)
[ ] s_SplGetModeChart_6fde2724 @ 6fde2724 (1 xrefs)
[ ] s_SplEndDeath_6fde2734 @ 6fde2734 (1 xrefs)
[ ] s_DamageRegen_6fde2740 @ 6fde2740 (1 xrefs)
[ ] s_Sk8lvl_6fde274c @ 6fde274c (1 xrefs)
[ ] s_Sk8mode_6fde2754 @ 6fde2754 (1 xrefs)
[ ] s_Sk7lvl_6fde275c @ 6fde275c (1 xrefs)
[ ] s_Sk7mode_6fde2764 @ 6fde2764 (1 xrefs)
[ ] s_Sk6lvl_6fde276c @ 6fde276c (1 xrefs)
[ ] s_Sk6mode_6fde2774 @ 6fde2774 (1 xrefs)
[ ] s_Sk5lvl_6fde277c @ 6fde277c (1 xrefs)
[ ] s_Sk5mode_6fde2784 @ 6fde2784 (1 xrefs)
[ ] s_Sk4lvl_6fde278c @ 6fde278c (1 xrefs)
[ ] s_Sk4mode_6fde2794 @ 6fde2794 (1 xrefs)
[ ] s_Sk3lvl_6fde279c @ 6fde279c (1 xrefs)
[ ] s_Sk3mode_6fde27a4 @ 6fde27a4 (1 xrefs)
[ ] s_Sk2lvl_6fde27ac @ 6fde27ac (1 xrefs)
[ ] s_Sk2mode_6fde27b4 @ 6fde27b4 (1 xrefs)
[ ] s_Sk1lvl_6fde27bc @ 6fde27bc (1 xrefs)
[ ] s_Sk1mode_6fde27c4 @ 6fde27c4 (1 xrefs)
[ ] s_SendSkills_6fde27cc @ 6fde27cc (1 xrefs)
[ ] s_ResPo(H)_6fde27d8 @ 6fde27d8 (1 xrefs)
[ ] s_ResPo(N)_6fde27e4 @ 6fde27e4 (1 xrefs)
[ ] s_ResPo_6fde27f0 @ 6fde27f0 (1 xrefs)
[ ] s_ResCo(H)_6fde27f8 @ 6fde27f8 (1 xrefs)
[ ] s_ResCo(N)_6fde2804 @ 6fde2804 (1 xrefs)
[ ] s_ResCo_6fde2810 @ 6fde2810 (1 xrefs)
[ ] s_ResLi(H)_6fde2818 @ 6fde2818 (1 xrefs)
[ ] s_ResLi(N)_6fde2824 @ 6fde2824 (1 xrefs)
[ ] s_ResLi_6fde2830 @ 6fde2830 (1 xrefs)
[ ] s_ResFi(H)_6fde2838 @ 6fde2838 (1 xrefs)
[ ] s_ResFi(N)_6fde2844 @ 6fde2844 (1 xrefs)
[ ] s_ResFi_6fde2850 @ 6fde2850 (1 xrefs)
[ ] s_ResMa(H)_6fde2858 @ 6fde2858 (1 xrefs)
[ ] s_ResMa(N)_6fde2864 @ 6fde2864 (1 xrefs)
[ ] s_ResMa_6fde2870 @ 6fde2870 (1 xrefs)
[ ] s_ResDm(H)_6fde2878 @ 6fde2878 (1 xrefs)
[ ] s_ResDm(N)_6fde2884 @ 6fde2884 (1 xrefs)
[ ] s_ResDm_6fde2890 @ 6fde2890 (1 xrefs)
[ ] s_ColdEffect(H)_6fde2898 @ 6fde2898 (1 xrefs)
[ ] s_ColdEffect(N)_6fde28a8 @ 6fde28a8 (1 xrefs)
[ ] s_ColdEffect_6fde28b8 @ 6fde28b8 (1 xrefs)
[ ] s_El3Dur(H)_6fde28c4 @ 6fde28c4 (1 xrefs)
[ ] s_El3Dur(N)_6fde28d0 @ 6fde28d0 (1 xrefs)
[ ] s_El3Dur_6fde28dc @ 6fde28dc (1 xrefs)
[ ] s_El3MaxD(H)_6fde28e4 @ 6fde28e4 (1 xrefs)
[ ] s_El3MaxD(N)_6fde28f0 @ 6fde28f0 (1 xrefs)
[ ] s_El3MaxD_6fde28fc @ 6fde28fc (1 xrefs)
[ ] s_El3MinD(H)_6fde2904 @ 6fde2904 (1 xrefs)
[ ] s_El3MinD(N)_6fde2910 @ 6fde2910 (1 xrefs)
[ ] s_El3MinD_6fde291c @ 6fde291c (1 xrefs)
[ ] s_El3Pct(H)_6fde2924 @ 6fde2924 (1 xrefs)
[ ] s_El3Pct(N)_6fde2930 @ 6fde2930 (1 xrefs)
[ ] s_El3Pct_6fde293c @ 6fde293c (1 xrefs)
[ ] s_El3Type_6fde2944 @ 6fde2944 (1 xrefs)
[ ] s_El3Mode_6fde294c @ 6fde294c (1 xrefs)
[ ] s_El2Dur(H)_6fde2954 @ 6fde2954 (1 xrefs)
[ ] s_El2Dur(N)_6fde2960 @ 6fde2960 (1 xrefs)
[ ] s_El2Dur_6fde296c @ 6fde296c (1 xrefs)
[ ] s_El2MaxD(H)_6fde2974 @ 6fde2974 (1 xrefs)
[ ] s_El2MaxD(N)_6fde2980 @ 6fde2980 (1 xrefs)
[ ] s_El2MaxD_6fde298c @ 6fde298c (1 xrefs)
[ ] s_El2MinD(H)_6fde2994 @ 6fde2994 (1 xrefs)
[ ] s_El2MinD(N)_6fde29a0 @ 6fde29a0 (1 xrefs)
[ ] s_El2MinD_6fde29ac @ 6fde29ac (1 xrefs)
[ ] s_El2Pct(H)_6fde29b4 @ 6fde29b4 (1 xrefs)
[ ] s_El2Pct(N)_6fde29c0 @ 6fde29c0 (1 xrefs)
[ ] s_El2Pct_6fde29cc @ 6fde29cc (1 xrefs)
[ ] s_El2Type_6fde29d4 @ 6fde29d4 (1 xrefs)
[ ] s_El2Mode_6fde29dc @ 6fde29dc (1 xrefs)
[ ] s_El1Dur(H)_6fde29e4 @ 6fde29e4 (1 xrefs)
[ ] s_El1Dur(N)_6fde29f0 @ 6fde29f0 (1 xrefs)
[ ] s_El1Dur_6fde29fc @ 6fde29fc (1 xrefs)
[ ] s_El1MaxD(H)_6fde2a04 @ 6fde2a04 (1 xrefs)
[ ] s_El1MaxD(N)_6fde2a10 @ 6fde2a10 (1 xrefs)
[ ] s_El1MaxD_6fde2a1c @ 6fde2a1c (1 xrefs)
[ ] s_El1MinD(H)_6fde2a24 @ 6fde2a24 (1 xrefs)
[ ] s_El1MinD(N)_6fde2a30 @ 6fde2a30 (1 xrefs)
[ ] s_El1MinD_6fde2a3c @ 6fde2a3c (1 xrefs)
[ ] s_El1Pct(H)_6fde2a44 @ 6fde2a44 (1 xrefs)
[ ] s_El1Pct(N)_6fde2a50 @ 6fde2a50 (1 xrefs)
[ ] s_El1Pct_6fde2a5c @ 6fde2a5c (1 xrefs)
[ ] s_El1Type_6fde2a64 @ 6fde2a64 (1 xrefs)
[ ] s_El1Mode_6fde2a6c @ 6fde2a6c (1 xrefs)
[ ] s_S1MaxD(H)_6fde2a74 @ 6fde2a74 (1 xrefs)
[ ] s_S1MaxD(N)_6fde2a80 @ 6fde2a80 (1 xrefs)
[ ] s_S1MaxD_6fde2a8c @ 6fde2a8c (1 xrefs)
[ ] s_S1MinD(H)_6fde2a94 @ 6fde2a94 (1 xrefs)
[ ] s_S1MinD(N)_6fde2aa0 @ 6fde2aa0 (1 xrefs)
[ ] s_S1MinD_6fde2aac @ 6fde2aac (1 xrefs)
[ ] s_S1TH(H)_6fde2ab4 @ 6fde2ab4 (1 xrefs)
[ ] s_S1TH(N)_6fde2abc @ 6fde2abc (1 xrefs)
[ ] s_A2MaxD(H)_6fde2acc @ 6fde2acc (1 xrefs)
[ ] s_A2MaxD(N)_6fde2ad8 @ 6fde2ad8 (1 xrefs)
[ ] s_A2MaxD_6fde2ae4 @ 6fde2ae4 (1 xrefs)
[ ] s_A2MinD(H)_6fde2aec @ 6fde2aec (1 xrefs)
[ ] s_A2MinD(N)_6fde2af8 @ 6fde2af8 (1 xrefs)
[ ] s_A2MinD_6fde2b04 @ 6fde2b04 (1 xrefs)
[ ] s_A2TH(H)_6fde2b0c @ 6fde2b0c (1 xrefs)
[ ] s_A2TH(N)_6fde2b14 @ 6fde2b14 (1 xrefs)
[ ] s_A1MaxD(H)_6fde2b24 @ 6fde2b24 (1 xrefs)
[ ] s_A1MaxD(N)_6fde2b30 @ 6fde2b30 (1 xrefs)
[ ] s_A1MaxD_6fde2b3c @ 6fde2b3c (1 xrefs)
[ ] s_A1MinD(H)_6fde2b44 @ 6fde2b44 (1 xrefs)
[ ] s_A1MinD(N)_6fde2b50 @ 6fde2b50 (1 xrefs)
[ ] s_A1MinD_6fde2b5c @ 6fde2b5c (1 xrefs)
