# D2Common.dll Data Todo List
# Format: [ ] name @ address (N xrefs)
# Generated by extract_ghidra_data_REST.ps1 on 10/16/2025 01:22:55
# Using list_data_items_by_xrefs endpoint (v1.7.4+)
# Total data items: 5000
# Total items fetched: 5000
# Sorted by xref count (highest first)
# Items with 0 xrefs excluded by API
#

[X] GlobalDataTables @ 6fde9e1c (511 xrefs)
[ ] s_user32.dll_6fdda1d8 @ 6fdda1d8 (1 xrefs)
[ ] s_Program:_6fdda224 @ 6fdda224 (1 xrefs)
[ ] s_A_buffer_overrun_has_been_detect_6fdda230 @ 6fdda230 (1 xrefs)
[ ] s_Buffer_overrun_detected!_6fdda2d0 @ 6fdda2d0 (1 xrefs)
[ ] s_glovesHeight_6fdda3e4 @ 6fdda3e4 (1 xrefs)
[ ] s_glovesWidth_6fdda3f4 @ 6fdda3f4 (1 xrefs)
[ ] s_glovesBottom_6fdda400 @ 6fdda400 (1 xrefs)
[ ] s_glovesTop_6fdda410 @ 6fdda410 (1 xrefs)
[ ] s_glovesRight_6fdda41c @ 6fdda41c (1 xrefs)
[ ] s_glovesLeft_6fdda428 @ 6fdda428 (1 xrefs)
[ ] s_feetHeight_6fdda434 @ 6fdda434 (1 xrefs)
[ ] s_feetWidth_6fdda440 @ 6fdda440 (1 xrefs)
[ ] s_feetBottom_6fdda44c @ 6fdda44c (1 xrefs)
[ ] s_feetTop_6fdda458 @ 6fdda458 (1 xrefs)
[ ] s_feetRight_6fdda460 @ 6fdda460 (1 xrefs)
[ ] s_feetLeft_6fdda46c @ 6fdda46c (1 xrefs)
[ ] s_beltHeight_6fdda478 @ 6fdda478 (1 xrefs)
[ ] s_beltWidth_6fdda484 @ 6fdda484 (1 xrefs)
[ ] s_beltBottom_6fdda490 @ 6fdda490 (1 xrefs)
[ ] s_beltTop_6fdda49c @ 6fdda49c (1 xrefs)
[ ] s_beltRight_6fdda4a4 @ 6fdda4a4 (1 xrefs)
[ ] s_beltLeft_6fdda4b0 @ 6fdda4b0 (1 xrefs)
[ ] s_lHandHeight_6fdda4bc @ 6fdda4bc (1 xrefs)
[ ] s_lHandWidth_6fdda4c8 @ 6fdda4c8 (1 xrefs)
[ ] s_lHandBottom_6fdda4d4 @ 6fdda4d4 (1 xrefs)
[ ] s_lHandTop_6fdda4e0 @ 6fdda4e0 (1 xrefs)
[ ] s_lHandRight_6fdda4ec @ 6fdda4ec (1 xrefs)
[ ] s_lHandLeft_6fdda4f8 @ 6fdda4f8 (1 xrefs)
[ ] s_rHandHeight_6fdda504 @ 6fdda504 (1 xrefs)
[ ] s_rHandWidth_6fdda510 @ 6fdda510 (1 xrefs)
[ ] s_rHandBottom_6fdda51c @ 6fdda51c (1 xrefs)
[ ] s_rHandTop_6fdda528 @ 6fdda528 (1 xrefs)
[ ] s_rHandRight_6fdda534 @ 6fdda534 (1 xrefs)
[ ] s_rHandLeft_6fdda540 @ 6fdda540 (1 xrefs)
[ ] s_neckHeight_6fdda54c @ 6fdda54c (1 xrefs)
[ ] s_neckWidth_6fdda558 @ 6fdda558 (1 xrefs)
[ ] s_neckBottom_6fdda564 @ 6fdda564 (1 xrefs)
[ ] s_neckTop_6fdda570 @ 6fdda570 (1 xrefs)
[ ] s_neckRight_6fdda578 @ 6fdda578 (1 xrefs)
[ ] s_neckLeft_6fdda584 @ 6fdda584 (1 xrefs)
[ ] s_headHeight_6fdda590 @ 6fdda590 (1 xrefs)
[ ] s_headWidth_6fdda59c @ 6fdda59c (1 xrefs)
[ ] s_headBottom_6fdda5a8 @ 6fdda5a8 (1 xrefs)
[ ] s_headTop_6fdda5b4 @ 6fdda5b4 (1 xrefs)
[ ] s_headRight_6fdda5bc @ 6fdda5bc (1 xrefs)
[ ] s_headLeft_6fdda5c8 @ 6fdda5c8 (1 xrefs)
[ ] s_lArmHeight_6fdda5d4 @ 6fdda5d4 (1 xrefs)
[ ] s_lArmWidth_6fdda5e0 @ 6fdda5e0 (1 xrefs)
[ ] s_lArmBottom_6fdda5ec @ 6fdda5ec (1 xrefs)
[ ] s_lArmTop_6fdda5f8 @ 6fdda5f8 (1 xrefs)
[ ] s_lArmRight_6fdda600 @ 6fdda600 (1 xrefs)
[ ] s_lArmLeft_6fdda60c @ 6fdda60c (1 xrefs)
[ ] s_torsoHeight_6fdda618 @ 6fdda618 (1 xrefs)
[ ] s_torsoWidth_6fdda624 @ 6fdda624 (1 xrefs)
[ ] s_torsoBottom_6fdda630 @ 6fdda630 (1 xrefs)
[ ] s_torsoTop_6fdda63c @ 6fdda63c (1 xrefs)
[ ] s_torsoRight_6fdda648 @ 6fdda648 (1 xrefs)
[ ] s_torsoLeft_6fdda654 @ 6fdda654 (1 xrefs)
[ ] s_rArmHeight_6fdda660 @ 6fdda660 (1 xrefs)
[ ] s_rArmWidth_6fdda66c @ 6fdda66c (1 xrefs)
[ ] s_rArmBottom_6fdda678 @ 6fdda678 (1 xrefs)
[ ] s_rArmTop_6fdda684 @ 6fdda684 (1 xrefs)
[ ] s_rArmRight_6fdda68c @ 6fdda68c (1 xrefs)
[ ] s_rArmLeft_6fdda698 @ 6fdda698 (1 xrefs)
[ ] s_gridBoxHeight_6fdda6a4 @ 6fdda6a4 (1 xrefs)
[ ] s_gridBoxWidth_6fdda6b4 @ 6fdda6b4 (1 xrefs)
[ ] s_gridBottom_6fdda6c4 @ 6fdda6c4 (1 xrefs)
[ ] s_gridTop_6fdda6d0 @ 6fdda6d0 (1 xrefs)
[ ] s_gridRight_6fdda6d8 @ 6fdda6d8 (1 xrefs)
[ ] s_gridLeft_6fdda6e4 @ 6fdda6e4 (1 xrefs)
[ ] s_gridY_6fdda6f0 @ 6fdda6f0 (1 xrefs)
[ ] s_gridX_6fdda6f8 @ 6fdda6f8 (1 xrefs)
[ ] s_invBottom_6fdda700 @ 6fdda700 (1 xrefs)
[ ] s_invTop_6fdda70c @ 6fdda70c (1 xrefs)
[ ] s_invRight_6fdda714 @ 6fdda714 (1 xrefs)
[ ] s_invLeft_6fdda720 @ 6fdda720 (1 xrefs)
[ ] DAT_6fdda758 @ 6fdda758 (1 xrefs)
[ ] DAT_6fdda80c @ 6fdda80c (1 xrefs)
[ ] DAT_6fdda810 @ 6fdda810 (1 xrefs)
[ ] DAT_6fdda814 @ 6fdda814 (1 xrefs)
[ ] DAT_6fdda818 @ 6fdda818 (1 xrefs)
[ ] s_chartemplate_6fdda82c @ 6fdda82c (1 xrefs)
[ ] s_item15count_6fdda83c @ 6fdda83c (1 xrefs)
[ ] s_item15loc_6fdda848 @ 6fdda848 (1 xrefs)
[ ] s_item15_6fdda854 @ 6fdda854 (1 xrefs)
[ ] s_item14count_6fdda85c @ 6fdda85c (1 xrefs)
[ ] s_item14loc_6fdda868 @ 6fdda868 (1 xrefs)
[ ] s_item14_6fdda874 @ 6fdda874 (1 xrefs)
[ ] s_item13count_6fdda87c @ 6fdda87c (1 xrefs)
[ ] s_item13loc_6fdda888 @ 6fdda888 (1 xrefs)
[ ] s_item13_6fdda894 @ 6fdda894 (1 xrefs)
[ ] s_item12count_6fdda89c @ 6fdda89c (1 xrefs)
[ ] s_item12loc_6fdda8a8 @ 6fdda8a8 (1 xrefs)
[ ] s_item12_6fdda8b4 @ 6fdda8b4 (1 xrefs)
[ ] s_item11count_6fdda8bc @ 6fdda8bc (1 xrefs)
[ ] s_item11loc_6fdda8c8 @ 6fdda8c8 (1 xrefs)
[ ] s_item11_6fdda8d4 @ 6fdda8d4 (1 xrefs)
[ ] s_SkillLevel9_6fddaa1c @ 6fddaa1c (1 xrefs)
[ ] s_Skill9_6fddaa28 @ 6fddaa28 (1 xrefs)
[ ] s_SkillLevel8_6fddaa30 @ 6fddaa30 (1 xrefs)
[ ] s_SkillLevel7_6fddaa44 @ 6fddaa44 (1 xrefs)
[ ] s_SkillLevel6_6fddaa58 @ 6fddaa58 (1 xrefs)
[ ] s_SkillLevel5_6fddaa6c @ 6fddaa6c (1 xrefs)
[ ] s_SkillLevel4_6fddaa80 @ 6fddaa80 (1 xrefs)
[ ] s_SkillLevel3_6fddaa94 @ 6fddaa94 (1 xrefs)
[ ] s_SkillLevel2_6fddaaa8 @ 6fddaaa8 (1 xrefs)
[ ] s_SkillLevel1_6fddaabc @ 6fddaabc (1 xrefs)
[ ] s_RightSkill_6fddaad0 @ 6fddaad0 (1 xrefs)
[ ] s_OtherRate_6fddaadc @ 6fddaadc (1 xrefs)
[ ] s_AttackRate_6fddaae8 @ 6fddaae8 (1 xrefs)
[ ] s_ManaRegenBonus_6fddab00 @ 6fddab00 (1 xrefs)
[ ] s_Hitpoints_6fddab18 @ 6fddab18 (1 xrefs)
[ ] s_arena_6fddab50 @ 6fddab50 (1 xrefs)
[ ] s_MonsterDeath_6fddab58 @ 6fddab58 (1 xrefs)
[ ] s_PlayerDeathPercent_6fddab68 @ 6fddab68 (1 xrefs)
[ ] s_PlayerDeath_6fddab7c @ 6fddab7c (1 xrefs)
[ ] s_MonsterKill_6fddab88 @ 6fddab88 (1 xrefs)
[ ] s_PlayerKillPercent_6fddab94 @ 6fddab94 (1 xrefs)
[ ] s_PlayerKill_6fddaba8 @ 6fddaba8 (1 xrefs)
[ ] s_Suicide_6fddabb4 @ 6fddabb4 (1 xrefs)
[ ] s_misscode_6fddad68 @ 6fddad68 (1 xrefs)
[ ] s_missiles_6fddada0 @ 6fddada0 (1 xrefs)
[ ] s_DamageRate_6fddadac @ 6fddadac (1 xrefs)
[ ] s_AnimSpeed_6fddadc4 @ 6fddadc4 (1 xrefs)
[ ] s_SpecialSetup_6fddadec @ 6fddadec (1 xrefs)
[ ] s_AlwaysExplode_6fddae08 @ 6fddae08 (1 xrefs)
[ ] s_NextDelay_6fddae28 @ 6fddae28 (1 xrefs)
[ ] s_NextHit_6fddae34 @ 6fddae34 (1 xrefs)
[ ] s_ClientCol_6fddae3c @ 6fddae3c (1 xrefs)
[ ] s_Collision_6fddae48 @ 6fddae48 (1 xrefs)
[ ] s_CollideFriend_6fddae54 @ 6fddae54 (1 xrefs)
[ ] s_CollideKill_6fddae64 @ 6fddae64 (1 xrefs)
[ ] s_CollideType_6fddae70 @ 6fddae70 (1 xrefs)
[ ] s_SubStop_6fddae7c @ 6fddae7c (1 xrefs)
[ ] s_SubStart_6fddae84 @ 6fddae84 (1 xrefs)
[ ] s_SubLoop_6fddae90 @ 6fddae90 (1 xrefs)
[ ] s_RandStart_6fddae98 @ 6fddae98 (1 xrefs)
[ ] s_AnimLen_6fddaea4 @ 6fddaea4 (1 xrefs)
[ ] s_CelFile_6fddaeac @ 6fddaeac (1 xrefs)
[ ] s_LoopAnim_6fddaeb4 @ 6fddaeb4 (1 xrefs)
[ ] s_Activate_6fddaec0 @ 6fddaec0 (1 xrefs)
[ ] s_InitSteps_6fddaecc @ 6fddaecc (1 xrefs)
[ ] s_Flicker_6fddaeec @ 6fddaeec (1 xrefs)
[ ] s_Light_6fddaef4 @ 6fddaef4 (1 xrefs)
[ ] s_Accel_6fddaf04 @ 6fddaf04 (1 xrefs)
[ ] s_MaxVel_6fddaf0c @ 6fddaf0c (1 xrefs)
[ ] s_VelLev_6fddaf14 @ 6fddaf14 (1 xrefs)
[ ] s_Half2HSrc_6fddaf20 @ 6fddaf20 (1 xrefs)
[ ] s_SrcMissDmg_6fddaf2c @ 6fddaf2c (1 xrefs)
[ ] s_SrcDamage_6fddaf38 @ 6fddaf38 (1 xrefs)
[ ] s_CltSrcTown_6fddaf44 @ 6fddaf44 (1 xrefs)
[ ] s_MaxELev5_6fddaf8c @ 6fddaf8c (1 xrefs)
[ ] s_MaxELev4_6fddaf98 @ 6fddaf98 (1 xrefs)
[ ] s_MaxELev3_6fddafa4 @ 6fddafa4 (1 xrefs)
[ ] s_MaxELev2_6fddafb0 @ 6fddafb0 (1 xrefs)
[ ] s_MaxELev1_6fddafbc @ 6fddafbc (1 xrefs)
[ ] s_MinELev5_6fddafd0 @ 6fddafd0 (1 xrefs)
[ ] s_MinELev4_6fddafdc @ 6fddafdc (1 xrefs)
[ ] s_MinELev3_6fddafe8 @ 6fddafe8 (1 xrefs)
[ ] s_MinELev2_6fddaff4 @ 6fddaff4 (1 xrefs)
[ ] s_MinELev1_6fddb000 @ 6fddb000 (1 xrefs)
[ ] s_MaxDamage_6fddb068 @ 6fddb068 (1 xrefs)
[ ] s_MinDamage_6fddb0b0 @ 6fddb0b0 (1 xrefs)
[ ] s_Skill_6fddb0bc @ 6fddb0bc (1 xrefs)
[ ] s_MissileSkill_6fddb0c4 @ 6fddb0c4 (1 xrefs)
[ ] s_zoffset_6fddb0d4 @ 6fddb0d4 (1 xrefs)
[ ] s_yoffset_6fddb0dc @ 6fddb0dc (1 xrefs)
[ ] s_xoffset_6fddb0e4 @ 6fddb0e4 (1 xrefs)
[ ] s_animrate_6fddb0ec @ 6fddb0ec (1 xrefs)
[ ] s_KnockBack_6fddb0f8 @ 6fddb0f8 (1 xrefs)
[ ] s_LevRange_6fddb104 @ 6fddb104 (1 xrefs)
[ ] s_Range_6fddb110 @ 6fddb110 (1 xrefs)
[ ] s_CltHitSubMissile4_6fddb13c @ 6fddb13c (1 xrefs)
[ ] s_CltHitSubMissile3_6fddb150 @ 6fddb150 (1 xrefs)
[ ] s_CltHitSubMissile2_6fddb164 @ 6fddb164 (1 xrefs)
[ ] s_CltHitSubMissile1_6fddb178 @ 6fddb178 (1 xrefs)
[ ] s_CltSubMissile3_6fddb18c @ 6fddb18c (1 xrefs)
[ ] s_CltSubMissile2_6fddb19c @ 6fddb19c (1 xrefs)
[ ] s_CltSubMissile1_6fddb1ac @ 6fddb1ac (1 xrefs)
[ ] s_HitSubMissile4_6fddb1bc @ 6fddb1bc (1 xrefs)
[ ] s_HitSubMissile3_6fddb1cc @ 6fddb1cc (1 xrefs)
[ ] s_HitSubMissile2_6fddb1dc @ 6fddb1dc (1 xrefs)
[ ] s_HitSubMissile1_6fddb1ec @ 6fddb1ec (1 xrefs)
[ ] s_SubMissile3_6fddb1fc @ 6fddb1fc (1 xrefs)
[ ] s_SubMissile2_6fddb208 @ 6fddb208 (1 xrefs)
[ ] s_SubMissile1_6fddb214 @ 6fddb214 (1 xrefs)
[ ] s_ExplosionMissile_6fddb220 @ 6fddb220 (1 xrefs)
[ ] s_ProgOverlay_6fddb234 @ 6fddb234 (1 xrefs)
[ ] s_ProgSound_6fddb240 @ 6fddb240 (1 xrefs)
[ ] s_TravelSound_6fddb258 @ 6fddb258 (1 xrefs)
[ ] s_DmgCalc1_6fddb264 @ 6fddb264 (1 xrefs)
[ ] s_dParam2_6fddb270 @ 6fddb270 (1 xrefs)
[ ] s_dParam1_6fddb278 @ 6fddb278 (1 xrefs)
[ ] s_CHitCalc1_6fddb280 @ 6fddb280 (1 xrefs)
[ ] s_cHitPar3_6fddb28c @ 6fddb28c (1 xrefs)
[ ] s_cHitPar2_6fddb298 @ 6fddb298 (1 xrefs)
[ ] s_cHitPar1_6fddb2a4 @ 6fddb2a4 (1 xrefs)
[ ] s_SHitCalc1_6fddb2b0 @ 6fddb2b0 (1 xrefs)
[ ] s_sHitPar3_6fddb2bc @ 6fddb2bc (1 xrefs)
[ ] s_sHitPar2_6fddb2c8 @ 6fddb2c8 (1 xrefs)
[ ] s_sHitPar1_6fddb2d4 @ 6fddb2d4 (1 xrefs)
[ ] s_CltCalc1_6fddb2e0 @ 6fddb2e0 (1 xrefs)
[ ] s_CltParam5_6fddb2ec @ 6fddb2ec (1 xrefs)
[ ] s_CltParam4_6fddb2f8 @ 6fddb2f8 (1 xrefs)
[ ] s_CltParam3_6fddb304 @ 6fddb304 (1 xrefs)
[ ] s_CltParam2_6fddb310 @ 6fddb310 (1 xrefs)
[ ] s_CltParam1_6fddb31c @ 6fddb31c (1 xrefs)
[ ] s_SrvCalc1_6fddb328 @ 6fddb328 (1 xrefs)
[ ] s_pSrvDmgFunc_6fddb35c @ 6fddb35c (1 xrefs)
[ ] s_pSrvHitFunc_6fddb368 @ 6fddb368 (1 xrefs)
[ ] s_pSrvDoFunc_6fddb374 @ 6fddb374 (1 xrefs)
[ ] s_pCltHitFunc_6fddb380 @ 6fddb380 (1 xrefs)
[ ] s_pCltDoFunc_6fddb38c @ 6fddb38c (1 xrefs)
[ ] s_SrcTown_6fddb398 @ 6fddb398 (1 xrefs)
[ ] s_ReturnFire_6fddb3a8 @ 6fddb3a8 (1 xrefs)
[ ] s_ApplyMastery_6fddb3b4 @ 6fddb3b4 (1 xrefs)
[ ] s_SoftHit_6fddb3c4 @ 6fddb3c4 (1 xrefs)
[ ] s_GetHit_6fddb3cc @ 6fddb3cc (1 xrefs)
[ ] s_ClientSend_6fddb3d4 @ 6fddb3d4 (1 xrefs)
[ ] s_NoUniqueMod_6fddb3e0 @ 6fddb3e0 (1 xrefs)
[ ] s_NoMultiShot_6fddb3ec @ 6fddb3ec (1 xrefs)
[ ] s_CanDestroy_6fddb3f8 @ 6fddb3f8 (1 xrefs)
[ ] s_CanSlow_6fddb404 @ 6fddb404 (1 xrefs)
[ ] s_Pierce_6fddb40c @ 6fddb40c (1 xrefs)
[ ] s_Explosion_6fddb414 @ 6fddb414 (1 xrefs)
[ ] s_LastCollide_6fddb420 @ 6fddb420 (1 xrefs)
[ ] s_Missile_6fddb42c @ 6fddb42c (1 xrefs)
[ ] DAT_6fddb9e1 @ 6fddb9e1 (1 xrefs)
[ ] s_1_Town_6fddb9f0 @ 6fddb9f0 (1 xrefs)
[ ] DAT_6fddbc21 @ 6fddbc21 (1 xrefs)
[ ] DAT_6fddbc28 @ 6fddbc28 (1 xrefs)
[ ] DAT_6fddbc29 @ 6fddbc29 (1 xrefs)
[ ] DAT_6fddbc2a @ 6fddbc2a (1 xrefs)
[ ] DAT_6fddbd68 @ 6fddbd68 (1 xrefs)
[ ] DAT_6fddbd6c @ 6fddbd6c (1 xrefs)
[ ] DAT_6fddbd74 @ 6fddbd74 (1 xrefs)
[ ] DAT_6fddbd78 @ 6fddbd78 (1 xrefs)
[ ] DAT_6fddbd7c @ 6fddbd7c (1 xrefs)
[ ] DAT_6fddc597 @ 6fddc597 (1 xrefs)
[ ] DAT_6fddc59b @ 6fddc59b (1 xrefs)
[ ] DAT_6fddc59d @ 6fddc59d (1 xrefs)
[ ] DAT_6fddc59e @ 6fddc59e (1 xrefs)
[ ] DAT_6fddc59f @ 6fddc59f (1 xrefs)
[ ] PTR_LAB_6fddcbe8 @ 6fddcbe8 (1 xrefs)
[ ] DAT_6fddcc00 @ 6fddcc00 (1 xrefs)
[ ] PTR_LAB_6fddccd8 @ 6fddccd8 (1 xrefs)
[ ] PTR_LAB_6fddcdc8 @ 6fddcdc8 (1 xrefs)
[ ] PTR_LAB_6fddceb8 @ 6fddceb8 (1 xrefs)
[ ] PTR_LAB_6fddcfa8 @ 6fddcfa8 (1 xrefs)
[ ] PTR_LAB_6fddd098 @ 6fddd098 (1 xrefs)
[ ] PTR_LAB_6fddd188 @ 6fddd188 (1 xrefs)
[ ] PTR_LAB_6fddd278 @ 6fddd278 (1 xrefs)
[ ] PTR_FUN_6fddd368 @ 6fddd368 (1 xrefs)
[ ] DAT_6fddd470 @ 6fddd470 (1 xrefs)
[ ] DAT_6fddd478 @ 6fddd478 (1 xrefs)
[ ] s_runes_6fddda70 @ 6fddda70 (1 xrefs)
[ ] DAT_6fddda84 @ 6fddda84 (1 xrefs)
[ ] s_t1max7_6fddda9c @ 6fddda9c (1 xrefs)
[ ] s_t1min7_6fdddaa4 @ 6fdddaa4 (1 xrefs)
[ ] s_t1param7_6fdddaac @ 6fdddaac (1 xrefs)
[ ] s_t1code7_6fdddab8 @ 6fdddab8 (1 xrefs)
[ ] s_t1max6_6fdddac0 @ 6fdddac0 (1 xrefs)
[ ] s_t1min6_6fdddac8 @ 6fdddac8 (1 xrefs)
[ ] s_t1param6_6fdddad0 @ 6fdddad0 (1 xrefs)
[ ] s_t1code6_6fdddadc @ 6fdddadc (1 xrefs)
[ ] s_t1max5_6fdddae4 @ 6fdddae4 (1 xrefs)
[ ] s_t1min5_6fdddaec @ 6fdddaec (1 xrefs)
[ ] s_t1param5_6fdddaf4 @ 6fdddaf4 (1 xrefs)
[ ] s_t1code5_6fdddb00 @ 6fdddb00 (1 xrefs)
[ ] s_t1max4_6fdddb08 @ 6fdddb08 (1 xrefs)
[ ] s_t1min4_6fdddb10 @ 6fdddb10 (1 xrefs)
[ ] s_t1param4_6fdddb18 @ 6fdddb18 (1 xrefs)
[ ] s_t1code4_6fdddb24 @ 6fdddb24 (1 xrefs)
[ ] s_t1max3_6fdddb2c @ 6fdddb2c (1 xrefs)
[ ] s_t1min3_6fdddb34 @ 6fdddb34 (1 xrefs)
[ ] s_t1param3_6fdddb3c @ 6fdddb3c (1 xrefs)
[ ] s_t1code3_6fdddb48 @ 6fdddb48 (1 xrefs)
[ ] s_t1max2_6fdddb50 @ 6fdddb50 (1 xrefs)
[ ] s_t1min2_6fdddb58 @ 6fdddb58 (1 xrefs)
[ ] s_t1param2_6fdddb60 @ 6fdddb60 (1 xrefs)
[ ] s_t1code2_6fdddb6c @ 6fdddb6c (1 xrefs)
[ ] s_t1max1_6fdddb74 @ 6fdddb74 (1 xrefs)
[ ] s_t1min1_6fdddb7c @ 6fdddb7c (1 xrefs)
[ ] s_t1param1_6fdddb84 @ 6fdddb84 (1 xrefs)
[ ] s_t1code1_6fdddb90 @ 6fdddb90 (1 xrefs)
[ ] s_rune6_6fdddb98 @ 6fdddb98 (1 xrefs)
[ ] s_rune5_6fdddba0 @ 6fdddba0 (1 xrefs)
[ ] s_rune4_6fdddba8 @ 6fdddba8 (1 xrefs)
[ ] s_rune3_6fdddbb0 @ 6fdddbb0 (1 xrefs)
[ ] s_rune2_6fdddbb8 @ 6fdddbb8 (1 xrefs)
[ ] s_rune1_6fdddbc0 @ 6fdddbc0 (1 xrefs)
[ ] s_server_6fdddbc8 @ 6fdddbc8 (1 xrefs)
[ ] s_complete_6fdddbd0 @ 6fdddbd0 (1 xrefs)
[ ] s_rune_name_6fdddbdc @ 6fdddbdc (1 xrefs)
[ ] s_itemtypes_6fdddc04 @ 6fdddc04 (1 xrefs)
[ ] s_invgfx6_6fdddc10 @ 6fdddc10 (1 xrefs)
[ ] s_invgfx5_6fdddc18 @ 6fdddc18 (1 xrefs)
[ ] s_invgfx4_6fdddc20 @ 6fdddc20 (1 xrefs)
[ ] s_invgfx3_6fdddc28 @ 6fdddc28 (1 xrefs)
[ ] s_invgfx2_6fdddc30 @ 6fdddc30 (1 xrefs)
[ ] s_invgfx1_6fdddc38 @ 6fdddc38 (1 xrefs)
[ ] s_varinvgfx_6fdddc40 @ 6fdddc40 (1 xrefs)
[ ] s_costformula_6fdddc58 @ 6fdddc58 (1 xrefs)
[ ] s_staffmods_6fdddc64 @ 6fdddc64 (1 xrefs)
[ ] s_treasureclass_6fdddc70 @ 6fdddc70 (1 xrefs)
[ ] s_maxsock40_6fdddc80 @ 6fdddc80 (1 xrefs)
[ ] s_maxsock25_6fdddc8c @ 6fdddc8c (1 xrefs)
[ ] s_maxsock1_6fdddc98 @ 6fdddc98 (1 xrefs)
[ ] s_beltable_6fdddca4 @ 6fdddca4 (1 xrefs)
[ ] s_charm_6fdddcb4 @ 6fdddcb4 (1 xrefs)
[ ] s_normal_6fdddcbc @ 6fdddcbc (1 xrefs)
[ ] s_autostack_6fdddccc @ 6fdddccc (1 xrefs)
[ ] s_reequip_6fdddcd8 @ 6fdddcd8 (1 xrefs)
[ ] s_reload_6fdddce0 @ 6fdddce0 (1 xrefs)
[ ] s_throwable_6fdddce8 @ 6fdddce8 (1 xrefs)
[ ] s_quiver_6fdddcf4 @ 6fdddcf4 (1 xrefs)
[ ] s_shoots_6fdddcfc @ 6fdddcfc (1 xrefs)
[ ] s_bodyloc2_6fdddd04 @ 6fdddd04 (1 xrefs)
[ ] s_bodyloc1_6fdddd10 @ 6fdddd10 (1 xrefs)
[ ] s_repair_6fdddd24 @ 6fdddd24 (1 xrefs)
[ ] s_gamble_6fdddd3c @ 6fdddd3c (1 xrefs)
[ ] s_properties_6fdddd44 @ 6fdddd44 (1 xrefs)
[ ] s_stat7_6fdddd50 @ 6fdddd50 (1 xrefs)
[ ] s_func7_6fdddd58 @ 6fdddd58 (1 xrefs)
[ ] s_stat6_6fdddd70 @ 6fdddd70 (1 xrefs)
[ ] s_func6_6fdddd78 @ 6fdddd78 (1 xrefs)
[ ] s_stat5_6fdddd90 @ 6fdddd90 (1 xrefs)
[ ] s_func5_6fdddd98 @ 6fdddd98 (1 xrefs)
[ ] s_stat4_6fddddb0 @ 6fddddb0 (1 xrefs)
[ ] s_func4_6fddddb8 @ 6fddddb8 (1 xrefs)
[ ] s_func3_6fddddd0 @ 6fddddd0 (1 xrefs)
[ ] s_func2_6fdddde8 @ 6fdddde8 (1 xrefs)
[ ] s_func1_6fddde00 @ 6fddde00 (1 xrefs)
[ ] s_itemstatcost_6fddde18 @ 6fddde18 (1 xrefs)
[ ] s_stuff_6fddde28 @ 6fddde28 (1 xrefs)
[ ] s_op_stat3_6fddde30 @ 6fddde30 (1 xrefs)
[ ] s_op_stat2_6fddde3c @ 6fddde3c (1 xrefs)
[ ] s_op_stat1_6fddde48 @ 6fddde48 (1 xrefs)
[ ] s_op_param_6fddde54 @ 6fddde54 (1 xrefs)
[ ] s_op_base_6fddde60 @ 6fddde60 (1 xrefs)
[ ] s_keepzero_6fddde6c @ 6fddde6c (1 xrefs)
[ ] s_dgrpstr2_6fddde78 @ 6fddde78 (1 xrefs)
[ ] s_dgrpstrneg_6fddde84 @ 6fddde84 (1 xrefs)
[ ] s_dgrpstrpos_6fddde90 @ 6fddde90 (1 xrefs)
[ ] s_dgrpval_6fddde9c @ 6fddde9c (1 xrefs)
[ ] s_dgrpfunc_6fdddea4 @ 6fdddea4 (1 xrefs)
[ ] s_descstr2_6fdddeb8 @ 6fdddeb8 (1 xrefs)
[ ] s_descstrneg_6fdddec4 @ 6fdddec4 (1 xrefs)
[ ] s_descstrpos_6fddded0 @ 6fddded0 (1 xrefs)
[ ] s_descval_6fdddedc @ 6fdddedc (1 xrefs)
[ ] s_descfunc_6fdddee4 @ 6fdddee4 (1 xrefs)
[ ] s_descpriority_6fdddef0 @ 6fdddef0 (1 xrefs)
[ ] s_itemeventfunc2_6fdddf00 @ 6fdddf00 (1 xrefs)
[ ] s_itemevent2_6fdddf10 @ 6fdddf10 (1 xrefs)
[ ] s_itemeventfunc1_6fdddf1c @ 6fdddf1c (1 xrefs)
[ ] s_itemevent1_6fdddf2c @ 6fdddf2c (1 xrefs)
[ ] s_maxstat_6fdddf38 @ 6fdddf38 (1 xrefs)
[ ] s_csvparam_6fdddf40 @ 6fdddf40 (1 xrefs)
[ ] s_csvbits_6fdddf4c @ 6fdddf4c (1 xrefs)
[ ] s_csvsigned_6fdddf54 @ 6fdddf54 (1 xrefs)
[ ] s_saved_6fdddf60 @ 6fdddf60 (1 xrefs)
[ ] s_fcallback_6fdddf68 @ 6fdddf68 (1 xrefs)
[ ] s_direct_6fdddf74 @ 6fdddf74 (1 xrefs)
[ ] s_itemspecific_6fdddf7c @ 6fdddf7c (1 xrefs)
[ ] s_damagerelated_6fdddf8c @ 6fdddf8c (1 xrefs)
[ ] s_updateanimrate_6fdddfa4 @ 6fdddfa4 (1 xrefs)
[ ] s_signed_6fdddfb4 @ 6fdddfb4 (1 xrefs)
[ ] s_send_other_6fdddfbc @ 6fdddfbc (1 xrefs)
[ ] s_encode_6fdddfc8 @ 6fdddfc8 (1 xrefs)
[ ] s_1.09-save_add_6fdddfd0 @ 6fdddfd0 (1 xrefs)
[ ] s_1.09-save_bits_6fdddfe0 @ 6fdddfe0 (1 xrefs)
